id,streetAddress,city,county,price,yearBuilt,buildingArea,homeType,levels,Cluster
95110-153245291,105 Pierce Ave,San Jose,Santa Clara County,0.020526315789473684,0.19851985198519853,0.0,0.75,0.0,0
90028-20792435,6220 De Longpre Ave,Los Angeles,Los Angeles County,0.05263157894736842,0.19171917191719173,0.0,0.75,0.0,0
94085-153203274,378 America Ave,Sunnyvale,Santa Clara County,0.019999473684210525,0.19771977197719773,0.0,0.75,0.0,0
94085-2070231982,664 N Ahwanee Ter,Sunnyvale,Santa Clara County,0.009452631578947369,0.19791979197919793,0.0,0.5,0.0,0
94085-2070171956,310 Dunsmuir Ter UNIT 1,Sunnyvale,Santa Clara County,0.009463157894736842,0.19961996199619964,0.0,1.0,0.0,0
94085-2070138846,473 Costa Mesa Ter APT A,Sunnyvale,Santa Clara County,0.010515789473684211,0.19851985198519853,0.0,0.5,0.0,0
94085-2072168385,757 Brea Ter,Sunnyvale,Santa Clara County,0.010484210526315789,0.20052005200520054,0.0,1.0,0.0,0
90028-2113485132,1315 N Orange Dr,Los Angeles,Los Angeles County,0.02894736842105263,0.19491949194919492,0.0005815909790935149,0.75,0.0,0
90028-250337866,5939 Carlton Way,Los Angeles,Los Angeles County,0.02631578947368421,0.19201920192019203,0.0,0.75,0.0,0
91206-2069886752,711 N Jackson St,Glendale,Los Angeles County,0.018947368421052633,0.19631963196319632,0.0006321353184530652,0.75,0.0,0
94085-2070942522,346 Dunsmuir Ter UNIT 10,Sunnyvale,Santa Clara County,0.006684210526315789,0.19961996199619964,0.0,0.5,0.0,0
94085-2069810533,430 Costa Mesa Ter APT F,Sunnyvale,Santa Clara County,0.008936842105263158,0.19851985198519853,0.0,0.5,0.0,0
94085-19541841,649 W Eden Ave,Sunnyvale,Santa Clara County,0.01682105263157895,0.19621962196219622,0.0,0.75,0.0,0
94085-2069710221,955 Highland Ter,Sunnyvale,Santa Clara County,0.010526305263157894,0.2011201120112011,0.0,0.5,0.0,0
93728-82866592,974 N Lafayette Ave,Fresno,Fresno County,0.005263157894736842,0.19791979197919793,0.0,0.75,0.0,0
94085-2069649552,1054 Doheny Ter,Sunnyvale,Santa Clara County,0.015671578947368422,0.2012201220122012,0.0,1.0,0.0,0
90028-20793033,1351 N Orange Dr APT 107,Los Angeles,Los Angeles County,0.00431578947368421,0.19771977197719773,0.0,0.5,0.0,0
94063-15563530,754 Whipple Ave,Redwood City,San Mateo County,0.01994736842105263,0.19651965196519652,0.0,0.75,0.0,0
90028-80391260,7062 Hawthorn Ave APT 202,Los Angeles,Los Angeles County,0.008947368421052631,0.20062006200620064,0.0,0.5,0.0,0
94063-15566997,341 Dumbarton Ave,Redwood City,San Mateo County,0.01788421052631579,0.20092009200920094,0.0,0.75,0.0,0
94063-15567208,565 Hampshire Ave,Redwood City,San Mateo County,0.018947368421052633,0.19631963196319632,0.0,0.75,0.0,0
94063-82960451,720 Elm St,Redwood City,San Mateo County,0.022821052631578947,0.1938193819381938,0.0,0.75,0.0,0
92801-25158084,2179 W Brownwood Ave,Anaheim,Orange County,0.01468421052631579,0.19641964196419642,0.0004362484137299173,0.75,0.0,0
90028-20793049,1351 N Orange Dr APT 202,Los Angeles,Los Angeles County,0.004578947368421052,0.19771977197719773,0.0,0.5,0.0,0
90028-20807961,1830 Taft Ave APT 105,Los Angeles,Los Angeles County,0.007367368421052631,0.19621962196219622,0.0,0.5,0.0,0
92410-2077043289,Plan 3 Plan,San Bernardino,San Bernardino County,0.003568421052631579,0.20212021202120212,0.0,1.0,0.0,0
94063-2069930581,126-128 Broadway St,Redwood City,San Mateo County,0.014201168421052632,0.19521952195219522,0.0,0.75,0.0,0
92324-17253047,1044 N Mount Vernon Ave,Colton,San Bernardino County,0.0063052631578947365,0.1938193819381938,0.00017502908782586615,0.75,0.0,0
93701-79539335,2306 E Webster Ave,Fresno,Fresno County,0.0030526315789473684,0.20062006200620064,0.0,0.75,0.0,0
91377-16496922,697 Sutton Crest Trl UNIT 206,Oak Park,Ventura County,0.004683157894736842,0.19901990199019903,0.0,0.5,0.0,0
90028-20792433,6210 De Longpre Ave,Los Angeles,Los Angeles County,0.05263157894736842,0.19201920192019203,0.0,0.75,0.0,0
94403-15630907,3121 Los Prados St APT 3,San Mateo,San Mateo County,0.008188294736842105,0.19591959195919592,0.0,0.5,0.0,0
91030-2069815835,1722-1728 Meridian Ave,South Pasadena,Los Angeles County,0.06578947368421052,0.19551955195519552,0.0017555881015976537,0.75,0.0,0
92805-122240313,730 S Casita St,Anaheim,Orange County,0.006157894736842105,0.20132013201320131,0.0,0.5,0.0,0
94804-18536604,2808 Macdonald Ave,Richmond,Contra Costa County,0.06505263157894736,0.19621962196219622,0.0,0.75,0.0,0
94806-18514031,1013 Pinewood Ter,San Pablo,Contra Costa County,0.005,0.19851985198519853,0.00014567364182228455,0.5,0.0,0
93041-16400510,962 Gill Ave,Port Hueneme,Ventura County,0.006842105263157895,0.19641964196419642,0.0,0.75,0.0,0
95835-64873384,4800 Westlake Pkwy UNIT 2803,Sacramento,Sacramento County,0.0032526315789473685,0.20052005200520054,0.0,0.5,0.0,0
94804-2100350111,500 Hayes St,Richmond,Contra Costa County,0.02736842105263158,0.19201920192019203,0.0,0.75,0.0,0
95835-2072006730,Plan 1 Plan,Sacramento,Sacramento County,0.004042,0.20212021202120212,0.0,0.5,0.0,0
92653-69259120,25561 Indian Hill Ln UNIT M,Laguna Hills,Orange County,0.00530421052631579,0.19851985198519853,0.0,0.5,0.0,0
94403-15629827,2001 Alameda De Las Pulgas APT 164,San Mateo,San Mateo County,0.010505263157894736,0.19741974197419743,0.0,1.0,0.0,0
90019-20602179,1504 S Bronson Ave,Los Angeles,Los Angeles County,0.014210526315789474,0.19241924192419244,0.0004833716296830351,0.75,0.0,0
94403-2105007210,2044 S Delaware St,San Mateo,San Mateo County,0.009463157894736842,0.19931993199319933,0.0,0.5,0.0,0
94403-2069649565,430 Burns Ln,San Mateo,San Mateo County,0.020210526315789474,0.20152015201520151,0.0,1.0,0.0,0
94403-2084479189,3041 Baze Rd,San Mateo,San Mateo County,0.01566315789473684,0.20172017201720172,0.0,1.0,0.0,0
90019-89143315,957 S Gramercy Dr APT 204,Los Angeles,Los Angeles County,0.0054631578947368425,0.19901990199019903,0.0,0.5,0.0,0
90007-20593000,1460 W 22nd St,Los Angeles,Los Angeles County,0.007357894736842105,0.19101910191019103,0.0003372565525825012,0.75,0.0,0
90004-20781468,536 N Oxford Ave,Los Angeles,Los Angeles County,0.01263157894736842,0.19141914191419143,0.00023263639163740595,0.75,0.0,0
90039-20747375,2018 Griffith Park Blvd APT 320,Los Angeles,Los Angeles County,0.007884210526315789,0.19821982198219823,0.0,0.5,0.0,0
90029-20790778,831 N Heliotrope Dr,Los Angeles,Los Angeles County,0.012894736842105263,0.19211921192119213,0.0004542369013185782,0.75,0.0,0
90020-20773805,525 S Berendo St UNIT 310,Los Angeles,Los Angeles County,0.0058842105263157895,0.19911991199119913,0.0,0.5,0.0,0
90746-55198419,1206 Evergreen Ct,Carson,Los Angeles County,0.005778947368421053,0.20002000200020004,0.0,1.0,0.0,0
94403-15631556,3090 Los Prados St APT 6,San Mateo,San Mateo County,0.006105263157894737,0.19661966196619662,0.0,0.5,0.0,0
90006-2094476557,1050 S. Bonnie Brae St,los angeles,Los Angeles County,0.021042105263157893,0.0,0.0005472693862096282,0.75,0.0,0
94403-15627005,1636 Marina Ct UNIT G,San Mateo,San Mateo County,0.0084,0.19611961196119612,0.0,0.5,0.0,0
94403-2070607287,2840 Saratoga Dr #1A,San Mateo,San Mateo County,0.020505263157894738,0.20142014201420141,0.0,1.0,0.0,0
94403-15626366,55 W 20th Ave APT 101,San Mateo,San Mateo County,0.008419873684210526,0.19821982198219823,0.0,0.5,0.0,0
94403-63158354,3222 Glendora Dr APT 108,San Mateo,San Mateo County,0.0068304,0.19731973197319733,8.90595673868058e-05,0.5,0.0,0
90028-20792434,6214 De Longpre Ave,Los Angeles,Los Angeles County,0.05263157894736842,0.19201920192019203,0.0,0.75,0.0,0
91030-2069920300,1700 Huntington Dr,South Pasadena,Los Angeles County,0.025789473684210525,0.19591959195919592,0.0006939362574079738,0.75,0.0,0
90262-2069724591,10748 California Ave,Lynwood,Los Angeles County,0.02526315789473684,0.19551955195519552,0.0009610046007488287,0.75,0.0,0
94063-15566994,2815 Curtis Ave,Redwood City,San Mateo County,0.011052631578947368,0.19451945194519452,0.0,0.75,0.0,0
95207-15286564,429 Vincente Way,Stockton,San Joaquin County,0.005,0.19651965196519652,0.0,0.75,0.0,0
90013-122236023,825 E 4th St APT 102,Los Angeles,Los Angeles County,0.007884210526315789,0.19231923192319234,0.0,0.5,0.0,0
90013-2079076630,530 S Hewitt St UNIT 440,Los Angeles,Los Angeles County,0.007736842105263158,0.20072007200720074,0.0,0.5,0.0,0
95207-15300374,1828 Polk Way,Stockton,San Joaquin County,0.003263157894736842,0.19711971197119713,0.0,1.0,0.0,0
95820-25809844,4028 52nd St,Sacramento,Sacramento County,0.004736842105263158,0.1938193819381938,0.0,0.75,0.0,0
94806-18508949,2021 Market Ave APT 223,San Pablo,Contra Costa County,0.002368421052631579,0.19801980198019803,0.0,0.5,0.0,0
94801-2093794571,31 13th St,Richmond,Contra Costa County,0.011452631578947369,0.19841984198419843,0.0,0.75,0.0,0
94801-82861802,479 Metro Walk Way,Richmond,Contra Costa County,0.005778947368421053,0.20032003200320034,0.00018198169345829337,1.0,0.0,0
94801-18535836,638 19th St,Richmond,Contra Costa County,0.005789473684210527,0.19601960196019602,0.00014401825952884952,0.75,0.0,0
93646-2070202030,1499 South Ave,Orange Cove,Fresno County,0.03105263157894737,0.19841984198419843,0.0,0.75,0.0,0
96150-18572038,489 Tahoe Keys Blvd APT 46,South Lake Tahoe,El Dorado County,0.007347368421052632,0.19751975197519753,9.32532025301746e-05,0.5,0.0,0
94134-2070271142,2882-2888 San Bruno Ave,San Francisco,San Francisco County,0.014736831578947368,0.19501950195019502,0.0,0.75,0.0,0
96150-18577084,709 Lakeview Ave #20,South Lake Tahoe,El Dorado County,0.011042105263157895,0.19711971197119713,0.00014920512404827934,0.5,0.0,0
95939-2085143980,675 County Road 306,Elk Creek,Glenn County,0.06210526315789474,0.19551955195519552,0.0,0.75,0.0,0
94109-63107153,1452 Bush St UNIT 3,San Francisco,San Francisco County,0.013157894736842105,0.20042004200420044,0.0001430250301527885,0.5,0.0,0
94109-80732590,1940 Broadway #3W,San Francisco,San Francisco County,0.03394736842105263,0.19251925192519254,0.00023020849760703455,0.5,0.0,0
94109-89238186,901 Bush St APT 301,San Francisco,San Francisco County,0.00731578947368421,0.19091909190919093,6.853282694821115e-05,0.5,0.0,0
94109-332849597,1127 Filbert St,San Francisco,San Francisco County,0.031557894736842104,0.19291929192919294,0.0003673845103230192,0.75,0.0,0
94109-63196478,1050 N Point St APT 604,San Francisco,San Francisco County,0.0062947368421052636,0.0,0.0,0.5,0.0,0
94109-332849342,1047-1049 Lombard St,San Francisco,San Francisco County,0.045,0.19481948194819482,0.00045269187784470553,0.75,0.0,0
94109-2109693400,1073 Bush St,San Francisco,San Francisco County,2.105263157894737e-05,0.19111911191119113,0.0007219673975768073,0.75,0.0,0
94109-2101151417,1731 Larkin St APT 4,San Francisco,San Francisco County,0.015778947368421052,0.0,0.0,0.5,0.0,0
95446-15811770,14056 Sosna Way,Guerneville,Sonoma County,0.004736842105263158,0.19901990199019903,0.00010693769615590435,0.5,0.0,0
94109-2082153693,840 Bay St,San Francisco,San Francisco County,0.009463157894736842,0.19121912191219123,0.0,0.5,0.0,0
94109-15067443,1718 Larkin St,San Francisco,San Francisco County,0.012505263157894736,0.19091909190919093,0.0,0.5,0.0,0
94109-15068820,1001 Pine St UNIT 307,San Francisco,San Francisco County,0.005242105263157894,0.19631963196319632,0.0,0.5,0.0,0
92131-16823402,11245 Affinity Ct UNIT 86,San Diego,San Diego County,0.006676842105263158,0.19941994199419943,0.0,0.5,0.0,0
90013-333348523,510 S Hewitt St UNIT 302,Los Angeles,Los Angeles County,0.008410526315789474,0.20072007200720074,0.0,0.5,0.0,0
91401-2069630923,6453 Calhoun Ave,Van Nuys,Los Angeles County,0.02605263157894737,0.20212021202120212,0.0005438482628031958,0.75,0.0,0
95207-15289229,3127 Kelley Ct,Stockton,San Joaquin County,0.004157894736842105,0.19771977197719773,0.0,0.75,0.0,0
92354-17371081,10860 Pepper Way,Loma Linda,San Bernardino County,0.0040726315789473685,0.19901990199019903,0.0,0.5,0.0,0
94063-2069776748,561-565 4th Ave,Redwood City,San Mateo County,0.02705263157894737,0.19481948194819482,0.0,0.75,0.0,0
90028-2070206051,5870 Franklin Ave,Los Angeles,Los Angeles County,0.09263157894736843,0.19281928192819284,0.0,0.75,0.0,0
90262-250340156,5221 Elmwood Ave,Lynwood,Los Angeles County,0.022641578947368422,0.20162016201620162,0.0,0.75,0.0,0
91401-2069795303,14139 Delano St,Van Nuys,Los Angeles County,0.015789473684210527,0.19621962196219622,0.0006729680816911298,0.75,0.0,0
91401-68991298,5725 Woodman Ave,Van Nuys,Los Angeles County,0.017889473684210525,0.20042004200420044,0.0004944075116392688,0.75,0.0,0
90028-2069981901,1806 N Gramercy Pl #104,Los Angeles,Los Angeles County,0.011421052631578948,0.0,0.0,1.0,0.0,0
94063-15578775,401 2nd Ave,Redwood City,San Mateo County,0.010473684210526316,0.19481948194819482,0.0,0.75,0.0,0
94509-18317049,2317 Manzanita Way,Antioch,Contra Costa County,0.0063052631578947365,0.19771977197719773,0.0,0.75,0.0,0
94509-18295946,1326 Jasmine Ct,Antioch,Contra Costa County,0.004105263157894737,0.19821982198219823,0.00012735407777493665,0.75,0.0,0
90042-2080458678,255 S Avenue 55,Los Angeles,Los Angeles County,0.03763157894736842,0.19621962196219622,0.0008318847818608947,0.75,0.0,0
91401-19969781,14253 Gilmore St APT A,Los Angeles,Los Angeles County,0.02736842105263158,0.19911991199119913,0.0006723059287737557,0.5,0.0,0
94509-2069612515,0 Merrill Dr,Antioch,Contra Costa County,0.007357894736842105,0.20212021202120212,0.0002831807309969562,0.75,0.0,0
94509-18306158,911 W 6th St,Antioch,Contra Costa County,0.005526315789473684,0.19451945194519452,0.0001410385714006664,0.75,0.0,0
91203-20832057,536 Concord St,Glendale,Los Angeles County,0.017894736842105262,0.19501950195019502,0.00038084828630962427,0.75,0.0,0
90028-2111393883,1320 N Sycamore Ave,Los Angeles,Los Angeles County,0.18942105263157893,0.19871987198719873,0.0036047604821841687,0.75,0.0,0
90803-21223005,3701 East Broadway,Long Beach,Los Angeles County,0.01994736842105263,0.19201920192019203,0.00043017867865398883,0.75,0.0,0
95122-19717314,2171 Summerton Dr,San Jose,Santa Clara County,0.0048304,0.19851985198519853,0.0,0.5,0.0,0
94080-2070480070,856-858 S Maple Ave,South San Francisco,San Mateo County,0.015768421052631577,0.19631963196319632,0.0,0.75,0.0,0
91040-2069981367,8603 Fenwick St,Sunland,Los Angeles County,0.031315789473684214,0.19881988198819883,0.001085930784493394,0.75,0.0,0
95490-19200079,1142 Locust St,Willits,Mendocino County,0.005,0.19481948194819482,0.00016399320586963246,0.75,0.0,0
95122-19716829,2275 Warfield Way UNIT B,San Jose,Santa Clara County,0.005242105263157894,0.19791979197919793,0.0,0.5,0.0,0
94080-2069977518,417-419 Commercial Ave,South San Francisco,San Mateo County,0.016578947368421054,0.19021902190219023,0.0,0.75,0.0,0
94080-15485213,617 Commercial Ave,South San Francisco,San Mateo County,0.014473684210526316,0.19661966196619662,0.0,0.75,0.0,0
95820-25802804,6325 14th Ave,Sacramento,Sacramento County,0.004726315789473684,0.19481948194819482,0.00012647120721843795,0.75,0.0,0
94080-15621394,240 Willow Ave #628,South San Francisco,San Mateo County,0.007136842105263158,0.19801980198019803,9.821934941047975e-05,0.5,0.0,0
95820-25814685,7500 25th Ave,Sacramento,Sacramento County,0.0049347368421052635,0.19541954195419542,0.0,0.75,0.0,0
94080-64588817,1 Mandalay Pl UNIT 1506,South San Francisco,San Mateo County,0.010189473684210526,0.20042004200420044,0.0,0.5,0.0,0
95207-15287693,115 W Swain Rd,Stockton,San Joaquin County,0.002969473684210526,0.19741974197419743,0.0,0.5,0.0,0
94404-317300925,708 Eppleton Ln UNIT 304,Foster City,San Mateo County,0.014526315789473684,0.20182018201820182,0.0,0.5,0.0,0
94070-2071714433,Plan B Plan,San Carlos,San Mateo County,0.025778947368421054,0.20212021202120212,0.0,1.0,0.0,0
92211-18089468,78 Lookout Dr,Palm Desert,Riverside County,0.003989473684210526,0.19841984198419843,0.0,0.5,0.0,0
90033-20631985,305 S Mott St,Los Angeles,Los Angeles County,0.008947368421052631,0.19221922192219223,0.0,0.75,0.0,0
90039-20747375,2018 Griffith Park Blvd APT 320,Los Angeles,Los Angeles County,0.007884210526315789,0.19821982198219823,0.0,0.5,0.0,0
90033-135573955,1262 N Evergreen Ave,Los Angeles,Los Angeles County,0.007778947368421053,0.1938193819381938,0.0,0.75,0.0,0
90007-20593000,1460 W 22nd St,Los Angeles,Los Angeles County,0.007357894736842105,0.19101910191019103,0.0003372565525825012,0.75,0.0,0
90033-20629967,2711 Wabash Ave,Los Angeles,Los Angeles County,0.006263157894736842,0.19231923192319234,0.0001655382293435052,0.75,0.0,0
90033-20629253,2313 City View Ave,Los Angeles,Los Angeles County,0.005147368421052631,0.19121912191219123,0.0,0.75,0.0,0
90064-80626804,2263 Fox Hills Dr APT 204,Los Angeles,Los Angeles County,0.007673684210526316,0.19871987198719873,0.0,0.5,0.0,0
91202-135770594,530 W Stocker St UNIT 301,Glendale,Los Angeles County,0.005989473684210526,0.20042004200420044,0.0,0.5,0.0,0
95066-64973104,268 Blue Bonnet Ln #216,Scotts Valley,Santa Cruz County,0.007673684210526316,0.20042004200420044,0.0,0.5,0.0,0
90033-20631763,317 N Mathews St,Los Angeles,Los Angeles County,0.011568421052631579,0.19001900190019003,0.00012227757207506916,0.75,0.0,0
95066-16121252,111 Bean Creek Rd UNIT 67,Scotts Valley,Santa Cruz County,0.006578947368421052,0.19851985198519853,0.0,0.5,0.0,0
94132-2093200905,721 Randolph St,San Francisco,San Francisco County,0.013568421052631579,0.19471947194719472,0.00026331614347573556,0.75,0.0,0
90033-2070497986,150 S Soto St,Los Angeles,Los Angeles County,0.024210526315789474,0.19641964196419642,0.0006513377530569117,0.75,0.0,0
90033-20629343,322 Cornwell St,Los Angeles,Los Angeles County,0.009989473684210525,0.18951895189518952,0.0,0.75,0.0,0
90033-20630486,2836 Fairmount St,Los Angeles,Los Angeles County,0.008157894736842105,0.19271927192719274,0.00021034391008581394,0.75,0.0,0
90064-2070137004,2332 Fox Hills Dr #4,Los Angeles,Los Angeles County,0.009778947368421052,0.19741974197419743,0.0,0.5,0.0,0
90033-2134417180,627 N Soto St,Los Angeles,Los Angeles County,0.016578947368421054,0.19621962196219622,0.0004877859824655286,0.75,0.0,0
90033-20630344,2719 Folsom St,Los Angeles,Los Angeles County,0.01,0.19241924192419244,0.0003363736820260025,0.75,0.0,0
90033-20629894,2511 Ganahl St,Los Angeles,Los Angeles County,0.010210526315789474,0.20092009200920094,0.00030183137150299115,0.75,0.0,0
90064-2070252928,2212 S Bentley Ave #8,Los Angeles,Los Angeles County,2.9473684210526317e-05,0.19691969196919692,0.0,0.5,0.0,0
95822-25804147,1450 Campbell Ln,Sacramento,Sacramento County,0.006831578947368421,0.19601960196019602,0.0,0.75,0.0,0
90292-20443371,20 Ironsides St APT 8,Marina Del Rey,Los Angeles County,0.012621052631578948,0.19781978197819783,0.0,0.5,0.0,0
90025-20464776,2119 Federal Ave,Los Angeles,Los Angeles County,0.027357894736842105,0.20212021202120212,0.0,0.5,0.0,0
90405-20472273,2666 31st St UNIT 1,Santa Monica,Los Angeles County,0.008831578947368421,0.19741974197419743,0.0,1.0,0.0,0
92807-25416557,6516 E Paseo Diego,Anaheim,Orange County,0.007884210526315789,0.19751975197519753,0.0,1.0,0.0,0
94124-2079496587,Plan A1 Plan,San Francisco,San Francisco County,0.012736842105263158,0.20212021202120212,0.0,1.0,0.0,0
93561-63108337,1141 Cherry Ln,Tehachapi,Kern County,0.0019473684210526317,0.19861986198619863,0.0,0.5,0.0,0
90029-20790778,831 N Heliotrope Dr,Los Angeles,Los Angeles County,0.012894736842105263,0.19211921192119213,0.0004542369013185782,0.75,0.0,0
94105-15147610,81 Lansing St APT 303,San Francisco,San Francisco County,0.008410526315789474,0.19951995199519953,9.932293760610312e-05,0.5,0.0,0
90033-250335489,1230 N Evergreen Ave,Los Angeles,Los Angeles County,0.022894736842105263,0.19481948194819482,0.0,0.75,0.0,0
90033-2072267516,422 N Soto St,Los Angeles,Los Angeles County,0.01331578947368421,0.18951895189518952,0.0003301935881305117,0.75,0.0,0
93706-82862858,1510 E Annadale Ave,Fresno,Fresno County,0.0028947368421052633,0.19961996199619964,0.0,0.75,0.0,0
95405-15764352,1460 Townview Ave,Santa Rosa,Sonoma County,0.004367894736842105,0.19831983198319833,0.00010417872566684593,1.0,0.0,0
90806-21196174,525 E 19th St,Long Beach,Los Angeles County,0.008210526315789474,0.19231923192319234,0.00034332628765842976,0.75,0.0,0
90040-21089311,7017 Watcher St,Commerce,Los Angeles County,0.006842105263157895,0.19631963196319632,0.0002105646277249386,0.75,0.0,0
94306-19506552,4102 Thain Way,Palo Alto,Santa Clara County,0.015789473684210527,0.19801980198019803,0.0,0.5,0.0,0
95437-2070984274,17925 N Highway 1,Fort Bragg,Mendocino County,0.013673684210526315,0.0,0.0,0.75,0.0,0
95437-19203681,183 Grove St,Fort Bragg,Mendocino County,0.005042105263157895,0.19821982198219823,0.0,0.5,0.0,0
94306-19504419,4157 El Camino Way APT I,Palo Alto,Santa Clara County,0.014526315789473684,0.19871987198719873,0.0,0.5,0.0,0
93728-2069990246,1257 N Van Ness Ave,Fresno,Fresno County,0.009578947368421053,0.19411941194119411,0.0,0.75,0.0,0
90755-2081614644,1933 Junipero Ave,Signal Hill,Los Angeles County,0.009473684210526316,0.19301930193019304,0.0002585707142345551,0.75,0.0,0
92109-295349170,4316-18 Bayard St,San Diego,San Diego County,0.03,0.19651965196519652,0.00027523489598846795,0.75,0.0,0
95816-25783874,2714 H St,Sacramento,Sacramento County,0.015746842105263156,0.19251925192519254,0.0,0.75,0.0,0
94602-24770412,3951 Midvale Ave,Oakland,Alameda County,0.010410515789473685,0.19561956195619562,0.00019323829305365172,0.75,0.0,0
94602-299066847,2883 Brookdale Ave,Oakland,Alameda County,0.01263157894736842,0.19151915191519153,0.0003311868175065727,0.75,0.0,0
93514-18875417,160 N 2nd St,Bishop,Inyo County,0.01263157894736842,0.19721972197219723,0.0,0.75,0.0,0
91780-20735370,5719 Noel Dr,Temple City,Los Angeles County,0.017368421052631578,0.19541954195419542,0.0003672741515034568,0.75,0.0,0
94602-24769234,2807 Humboldt Ave,Oakland,Alameda County,0.011052631578947368,0.19141914191419143,0.0002090196042510659,0.75,0.0,0
91506-20048765,500 S Orchard Dr,Burbank,Los Angeles County,0.027105263157894736,0.19401940194019401,0.0,0.75,0.0,0
90038-89143853,837 N Hudson Ave UNIT 308,Los Angeles,Los Angeles County,0.008936842105263158,0.20072007200720074,0.0,0.5,0.0,0
90064-20497018,2301 S Beverly Glen Blvd UNIT 105,Los Angeles,Los Angeles County,0.008294736842105263,0.19631963196319632,0.0,0.5,0.0,0
90006-2076697826,932 S Westmoreland Ave,Los Angeles,Los Angeles County,0.07684210526315789,0.19641964196419642,0.002256286065951976,0.75,0.0,0
90006-2131623738,1037 Fedora St #105,Los Angeles,Los Angeles County,0.006515789473684211,0.20092009200920094,0.0,0.5,0.0,0
94602-2069834716,2524 Montana St #2524,Oakland,Alameda County,0.007368410526315789,0.19461946194619462,0.0,0.5,0.0,0
90731-2091172094,726 W 27th St,San Pedro,Los Angeles County,0.009978947368421053,0.19511951195119512,0.0002493005733913188,0.75,0.0,0
94602-2078172538,3468 School St,Oakland,Alameda County,0.007894736842105263,0.20202020202020202,0.0001929072165949647,1.0,0.0,0
91202-20828593,1429 Valley View Rd APT 21,Glendale,Los Angeles County,0.007884210526315789,0.19731973197319733,0.0,1.0,0.0,0
90033-2078786043,405 N Soto St,Los Angeles,Los Angeles County,0.02026315789473684,0.19241924192419244,0.000843141381456253,0.75,0.0,0
90020-20773805,525 S Berendo St UNIT 310,Los Angeles,Los Angeles County,0.0058842105263157895,0.19911991199119913,0.0,0.5,0.0,0
94107-60825590,77 Dow Pl APT 305,San Francisco,San Francisco County,0.008410526315789474,0.20022002200220024,0.00010870343726890174,0.5,0.0,0
94105-2093445921,201 Folsom St APT 9E,San Francisco,San Francisco County,0.017889473684210525,0.20162016201620162,0.00015075014752215205,0.5,0.0,0
94105-325647652,488 Folsom St UNIT 4002,San Francisco,San Francisco County,0.04089473684210526,0.20192019201920192,0.00020835745133369185,0.5,0.0,0
94609-24749703,526 40th St,Oakland,Alameda County,0.013157894736842105,0.19551955195519552,0.0002909058483663198,0.75,0.0,0
94611-24748933,3877 Howe St APT 208,Oakland,Alameda County,0.0047157894736842105,0.19641964196419642,0.0,0.5,0.0,0
94606-24761608,2637 13th Ave,Oakland,Alameda County,0.007357894736842105,0.19101910191019103,0.00021034391008581394,0.75,0.0,0
94105-89240554,338 Spear St UNIT 40E,San Francisco,San Francisco County,0.027357894736842105,0.20092009200920094,0.0001745876525476168,0.5,0.0,0
94404-15612126,1024 Condor Ln,Foster City,San Mateo County,0.015452631578947369,0.19711971197119713,0.0,1.0,0.0,0
94105-67394390,400 Beale St APT 506,San Francisco,San Francisco County,0.009463157894736842,0.20022002200220024,0.0,0.5,0.0,0
94105-2146981653,400 Spear St APT 115,San Francisco,San Francisco County,0.010515789473684211,0.19961996199619964,0.00015726131787632992,0.5,0.0,0
94104-15069234,333 Bush St APT 3806,San Francisco,San Francisco County,0.023136842105263157,0.19871987198719873,0.00018407851102997776,0.5,0.0,0
94111-303806725,288 Pacific Ave #3D,San Francisco,San Francisco County,0.014736842105263158,0.20182018201820182,8.254839703262792e-05,0.5,0.0,0
94105-69819273,501 Beale St UNIT 8D,San Francisco,San Francisco County,0.01731578947368421,0.20062006200620064,0.00013894175382898202,0.5,0.0,0
94105-325647652,488 Folsom St UNIT 4002,San Francisco,San Francisco County,0.04089473684210526,0.20192019201920192,0.00020835745133369185,0.5,0.0,0
94105-2093445921,201 Folsom St APT 9E,San Francisco,San Francisco County,0.018415789473684212,0.20162016201620162,0.00015075014752215205,0.5,0.0,0
94107-60825590,77 Dow Pl APT 305,San Francisco,San Francisco County,0.008410526315789474,0.20022002200220024,0.00010870343726890174,0.5,0.0,0
90210-20520764,441 N Oakhurst Dr APT 706,Beverly Hills,Los Angeles County,0.014473684210526316,0.19741974197419743,0.0,0.5,0.0,0
94104-79847627,201 Sansome St UNIT 204,San Francisco,San Francisco County,0.009736842105263158,0.19091909190919093,9.214961433455122e-05,0.5,0.0,0
94105-15147610,81 Lansing St APT 303,San Francisco,San Francisco County,0.008410526315789474,0.19951995199519953,9.932293760610312e-05,0.5,0.0,0
90210-2101541802,447 N Doheny Dr APT 201,Beverly Hills,Los Angeles County,0.023105263157894736,0.20092009200920094,0.0,0.5,0.0,0
90006-2076697826,932 S Westmoreland Ave,Los Angeles,Los Angeles County,0.07684210526315789,0.19641964196419642,0.002256286065951976,0.75,0.0,0
94124-241586492,299 Friedell St,San Francisco,San Francisco County,0.010515789473684211,0.0,0.00017822949359317392,1.0,0.0,0
94124-15153009,108 Jerrold Ave,San Francisco,San Francisco County,0.0084,0.19891989198919893,0.00014622543592009623,1.0,0.0,0
95003-16137274,105 Village Dr,Aptos,Santa Cruz County,0.007884210526315789,0.19831983198319833,0.0,1.0,0.0,0
